month,day,hour,duration,text,summary,city,state,shape,year,pressure,temp,hail,heatindex,windchill,rain,vis,dewpt,thunder,fog,precip,wspd,tornado,hum,snow,wgust,wdire,conds
8,21,14,2 minutes,"I took pictures with my cell phone. During the eclipse, I snapped 11 shots on my cell phone, each picture within micro seconds of each other.  One of the pictures showed a disk shape image with a very bright white light on the center bottom. Other pictures taken showed a bright light in the sky.  This was not the moon!   The eclipse was happening at the time I snapped the photo, therefore, the sun and moon were overlapping which would have produced 1 image.",Just very bright light then red then blue then green moving unlike any normal Craft in right angles then gone.,CATONSVILLE,MD,DISK,2017,0.348322721,1.487292996,0,1.303120784,NA,0,NA,1.815131744,0,0,NA,NA,0,0.647567977,0,NA,NORTH,UNKNOWN
5,18,15,25-30 seconds,"Very bright light in the sky over Annapolis The sky was clear and blue. at 3:15PM I was driving east on Route 50 from D.C. towards Bowie, and a very bright (stronger in intensity than, say, Venus) light suddenly appeared in the distant sky straight ahead at a 45-degrees position over the horizon, for approximately twenty five to thirty seconds.   Since Route 50 was congested I could only glance at it about five or six times during the 25-second period.  Each glance lasted about two to five seconds.  Then it was gone--just vanished.   I continued to watch where it had been until I got to Route 301 to turn off and there was no plane or dark object that would indicate an aerial vehicle producing it.   When I got home I checked the map and it appeared to have been high over Annapolis or Edgewater, Maryland, a distance of 17 miles from where I saw it.  But that's a guess--it could have been farther away.",Large dark triangle with alternating blue and red lights flying over Miami,BOWIE,MD,LIGHT,2017,-0.386098564,1.65075741,0,0.212107664,NA,0,0.0642725,1.048673603,0,0,NA,0.739669356,0,-0.969649439,0,NA,SSW,UNKNOWN
9,2,12,1 minute,"Shiny Object moving towards clouds I was driving to work on route 214.  There were big clouds in the sky ahead of me, and there was something whitish and shiny moving toward them.  I say shiny because the sun was reflecting off of it.   When it got in front of the cloud I could not longers see it.  I'm almost certain it disappeared.",Large Bright object over Denton County.,BOWIE,MD,LIGHT,2014,-0.202493243,1.65075741,0,0.893990864,NA,0,0.0642725,1.452072625,0,0,NA,-0.357641004,0,-0.398866822,0,NA,WEST,SCATTERED CLOUDS
1,7,6,15 minutes,I was in the car driving with my girlfriend and all of a sudden there was a bright orb that emitted another orb and it looped or twisted around each other then pulled appart and slowly glided in the opposite direction straight ahead up I the sky about helicopter height.   To the west another orb appeared and hung there in the sky stationary.  I pulled over to take a picture  as well.,"just wondering if anyone knows what it was..........i was going to roscoe n.y. opening day of bow season for deer,  i was traveling on",BALTIMORE,MD,CIRCLE,2013,1.122088005,-0.780775752,0,NA,NA,0,NA,-1.049001311,0,0,NA,NA,0,-0.826953785,0,NA,NORTH,UNKNOWN
3,29,21,5 min,UNBELIEVABLE! Extremly bright light hovering with a distinct red laser for about 1 min.  Then red laser disappeared and the brightness of the craft dimmed and then brightening continously.   Was traveling at high speeds faster than any helicopter or airplane I ever saw.   Then vanished in thin air!!!,LARGE DARK CIGAR SHAPED CRAFT,BALTIMORE,MD,CIRCLE,2011,0.610616038,-0.556012182,0,NA,NA,0,NA,-1.886054281,0,0,NA,NA,0,-2.063649456,0,NA,NORTH,UNKNOWN
11,12,16,few minutes,"A bright moving white round object was caught on photos in downtown Baltimore. I went to the top floor of the parking garage at UMB and took 8 pictures of beautiful sunset within 1 minute.  When I examined my photos, I found a bright white round object with pinkish ring was caught in my pictures.  The positions of this white object in these pictures are quite different, suggesting it was moving during the minute I took the pictures.",It was very crazy and know it was a U.F.O,BALTIMORE,MD,CIRCLE,2015,-1.972973128,0.189794208,0,NA,NA,0,NA,0.35281029,0,0,NA,NA,0,0.171915796,0,NA,NORTH,UNKNOWN
9,12,23,15 minutes,"Orange Objects In The Sky On Tuesday, September 12, 2012 around 23:45, I noticed in the North East sky a bright object.  At first I thought it was a star.  But I noticed that it changed to a Bright Orange as it stood still.  Then 2 other Bright Orange Objects moved close to the first Bright Object.  Then 3 more of the same Bright Orange Objects came and formed a V-Shape.  When The V was completely formed, it moves just a little.  Then it formed a circle.  When the circle was completed, each object one at a time moved off into a different direction until it disappeared.  The last object to move was the very first one I saw. None of the objects made a noise.",Large blue light emmiting orb that split into severle smaller ones,BALTIMORE,MD,CIRCLE,2012,1.410610653,0.700620502,0,NA,NA,0,NA,0.413320143,0,0,NA,NA,0,-0.636692912,0,NA,NORTH,UNKNOWN
8,20,22,15 minutes,"Looked and saw 3 orange lights, small dots in the east, in a triangle formation.  Went in to tell my family.  Came back out with two of them, triangle was gone, but small orange lights were moving up slowing from the east horizon.   First one would appear, travel slow and steady to the north, then a second would appear, where there first one originally appeared.   It slowly moved in the same line and toward the first.  Then a third orange light would appear, same way.   While this was happening, the first orange light would fade and disappear.  This same pattern repeated for about 10 -15 minutes.   There was no sound.  I assumed whatever it was was far away, don't know.   I did get my binoculars during all this, the lights looked like orange dots.  No other colors.  Very steady. ((NUFORC Note:  This reports was first posted to the reports for Massachusetts.   We corrected the error on 04/28/2015.  PD))","Large (40-50') brightly lit oval disc hovering over treetops beside Briley Parkway (155), colored lights, no sound. Just disappeared.",BALTIMORE,MD,CIRCLE,2013,0.558157374,1.211446797,0,-0.742528817,NA,0,NA,1.361307845,0,0,NA,NA,0,0.219481014,0,NA,NORTH,UNKNOWN
7,4,21,about a minute,"Circular white light flies over Baltimore on July 4th On July 4th, at approx 9 pm, 9 of us were sitting on a porch on Eastern Ave across from Patterson Park waiting for the fireworks to start.  It wasn't completely dark yet and we were looking up because of fireworks and helicopters.  I saw a light above that was a circle shape, the light was white.  It was very high in the air, way too high to be a helicopter with a spot light on, and was definitely not a plane.  I don't know the exact direction, but it came from the inner harbor area, and went over Patterson Park.  I asked everyone to look up at the light and everyone agreed it was definitely not a helicopter due to how high it was.  It seemed to be in the height of where commercial planes fly, but it was definitely not a plane.  It was about a pen cap size, definitely bigger than a star or a planet you can see with your eyes.  It moved slowly, it didn't zig or zag, just in a slow fluid way.  Then, towards the end, it was hard to see as it was like it was shimmering out of sight.  You really had to look for it to find it towards the end, then it just disappeared.  It was a clear night with barely any clouds in the sky so it wasn't like it disappeared behind a cloud. The light, was very solid in the center, then it was like a very slight black ring, and more light, almost like a halo around the center light.  I hope that makes sense, I feel like I'm having a hard time explaining it",Jets chase a ball of yellow-white light.,BALTIMORE,MD,CIRCLE,2010,-0.176263911,1.436210366,0,-0.469775537,NA,0,NA,0.967993798,0,0,NA,NA,0,-0.826953785,0,NA,NORTH,UNKNOWN
12,8,0,1 hour,"white lights over baltimore.. I was sitting at my computer on the third floor of my row house I noticed an aircraft flying in front of the window. This was odd because aircraft was flying low within the city. I looked out the window into the sky and saw three lights flickering in the sky. I got out my binoculars to see what the object was. It was hard to see because it was hovering and moving very quickly in and out of binocular view. The original aircraft was joined by two others who circled the orb's location for about 90 minutes. Another craft came into view quickly with three candlelight colored lights. It was chased off by the aircraft to the northwest ((NUFORC Note:  Date is flawed.  Hence, possible hoax.  PD))",It was red and white then turned into a fireball going upwards then disappeared.,BALTIMORE,MD,LIGHT,2008,1.161432002,-1.965892755,0,NA,NA,0,NA,-2.390303059,0,0,NA,NA,0,-1.255040748,0,NA,NORTH,UNKNOWN
12,30,20,30 minutes,"12/30/2012 9 glowing orbs over Baltimore MD On Sunday, Dec 30th, 2012, I was in Baltimore MD it was at 20:50 when I heard people over my CB radio saying what was that and then again I'm like what was what and then I saw them there was 9 orbs glowing purple and Blue coming from the bay I pulled over to look they were pretty big in size silver with a glowing purple and blue light some were moving fast some were moving slow and one had stopped over the wood line and had on the blue light comming from the bottom of the craft like it was scanning or looking for something it did that for about 5 mins I tryed to get pictures but they came out fuzzy and scrambled this went on about 30 to 45 mins I be leave and the the 9 crafts huddled back up and went back towards the Bay flying fast there was no sound they were very quite and that was alarming to me I never seen any thing like this before the size of the craft looked to be big enough to fit about 5 to 10 people or what ever was flying them then I heard over my ! radio they they had flew inside a much larger craft that was described as a battleship and then disappead  that I did not see I just seen the 9 orbs head back from the way they came from",It was two objects that looked like flames at first very very bright coming towards each other... then they diverged in opposite direct,BALTIMORE,MD,SPHERE,2001,0.374552053,-1.85351097,0,NA,NA,0,NA,-2.279368328,0,0,NA,NA,0,-1.20747553,0,NA,NORTH,UNKNOWN
1,17,18,15-20 minutes,"January 17, 2008-6:15pm. Triangular shaped object hovering over Belvedere Square in Baltimore, Maryland. (In my location, witnessed by six people, including two Baltimore City police officers.) The object slowly moved to the horizon and disappeared, taking approximately fifteen minutes. The police officers stated there was ""no way"" they would report this siting. ((NUFORC Note:  Witness elects to remain totally anonymous;  provides no contact information.  PD))",Kitsap county ufo sighting,BALTIMORE,MD,TRIANGLE,2008,0.059800073,-1.403983831,0,NA,NA,0,NA,-0.766621996,0,0,0.006403379,NA,0,1.218350594,0,NA,NORTH,UNKNOWN
12,30,21,30-45 minutes,Glowing orbs over Baltimore MD 12/30/2012 They were round silver balls flying low over the chesepeake bay glowing purple and blue    Some were moving fast and some were hovering with just the blue light favoring towards the ground   Like they were scanning or looking for something very strange. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),"Just before 10pm, it streaked slower than a meteor, arching from S to N faster than a jet, it left silver blue trail. ((anon. report))",BALTIMORE,MD,SPHERE,2012,1.108973339,-1.291602046,0,NA,NA,0,NA,-1.492740235,0,0,NA,NA,0,-0.779388567,0,NA,NORTH,UNKNOWN
11,29,20,5 seconds,Triangle shaped and very bright moving at the same time. It was really bright in the sky there where 3 bright lightnings looking like the shape of a triangle they were moving at the same time looking like it was only one craft after i saw it the other person looked up saw it and within moments it just..... Disappeared. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Large circular object low to ground blinking colorful lights. Then zoomed off out of sight within a sec.,BALTIMORE,MD,TRIANGLE,2013,2.958141219,-1.230302891,0,NA,NA,0,NA,-1.553250088,0,0,NA,NA,0,-0.969649439,0,NA,NORTH,UNKNOWN
3,22,3,,"Saw what i thought was a star that was changing colors red green blue white, i watched it for about half hour thinking it was celestial and it began moving across the sky out of my line of sight. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))","Large bright light, west to east, fast.  Vancouver, WA.  ((NUFORC Note:  Not ISS, which was visible from Vancouver @ 21:52 hrs.  PD))",BALTIMORE,MD,OVAL,2016,0.597501372,-1.179220262,0,NA,NA,0,NA,-1.442315357,0,0,NA,NA,0,-0.874519003,0,NA,NORTH,UNKNOWN
1,16,17,30 seconds,Saw one orange-colored light making abrupt turn abrupt turn then two more suddenly appear side by side of each other with the first one up ahead then all three vanish,Large bright light traveling northeast from the area near the planet Jupiter,BALTIMORE,MD,LIGHT,2017,1.489298648,-1.066838477,0,NA,NA,0,NA,-0.988491458,0,0,NA,NA,0,-0.161040731,0,NA,NORTH,UNKNOWN
1,23,12,1 minute,"Silver dots in triangle shape at noon on Saturday I have no shades on my window, and often lay on my bed on Saturday morning, reading, thinking, fuming, laughing, etc... .   Well, I looked-up, and saw an object movie across the day-sky.   I thought, ""It looks odd.""  I could only see three silver dots, in the shape of the sky as they moved at the speed of normal aircraft across the sky...maybe we make triangle shaped ships.   I could not see any body structure, just three dots.   Whitish-silver, but not glowing, metallic looking.  I could see the object, assume some light, but could not discount reflection...hologram?  It was windy, and it moved consistently, way high up. ((ADDENDUM FROM WITNESS)) Description: I am rewriting my previous report b/c it lacked clarity, but not due to misspelled words...due to my not proofing my own work until it goes out. Anyway, again, on Saturdays, I lay under unshaded windows, often until noon or so, after I go out for breakfast, thinking, reading, sleeping, fuming, laughing.   This Saturday, at around 12:00 PM, I looked up and saw three silver dots, smaller than the tips of my fingers moving in the shape of a triangle...less than a tenth the  size of the tips of my finger, that's how high-up it seemed...they moved across the sky at a normal rate of speed for a craft as high-up as this one.   I thought maybe the wind, which was kicking-up, had carried something skyward, so I watched until it went out of vision's range, but it wasn't an object kicked about by the wind...too regular...watched about a minute until it went out of view.   No solid object could I see, though upclose it might be solid, but just three dots.   Can't say it glowed...may have reflected...maybe holographic...maybe we have something new up in the sky these days.    Maybe it was how the sun hit, but it seems like the sun would have changed as it glistened across a metallic cover...not a light, but more of a reflection.  Whitish-silver.  Or, maybe, it was three very distant normal craft moving in perfect formation. I just don't know...they were close, though...if they measure less one tenth the tip of my finger, then the three together measured half, or less, than the tip.  ((END ADDENDUM)) ((NUFORC Note:  Saturday was January 23, 2007.  We have changed the date above.  PD))",Large bright orange object travelling west to east with very long tail with landing trajectory,BALTIMORE,MD,TRIANGLE,2007,-0.30741057,-0.893157537,0,NA,NA,0,NA,-1.553250088,0,0,NA,NA,0,-1.397736402,0,NA,NORTH,UNKNOWN
12,25,2,Broening Hwy,"Falling blue glowing light object from early morning sky. I seen an unknown blue light object falling from night sky down in a neighborhood early this morning as I was walking home. Now I always see falling stars( falling artroils),but never one with blue light. Could they have blue glow? Or the Unknown object is so far a mystery?",July\Aug\Sept-06.White lights over Calgary. strang thing in field,BALTIMORE,MD,LIGHT,2006,1.082744007,-0.893157537,0,NA,NA,0,NA,-0.766621996,0,0,NA,NA,0,-0.065910295,0,NA,NORTH,UNKNOWN
10,28,4,120 min.,On video I saw what appeated to be a plane. Flying at a steady pace pause anjod stay still f¡or a hour or so. Slo,"Large black triangle, completely silent, no lights moving South along interstate noticed because it was blocking stars.",BALTIMORE,MD,LIGHT,2011,0.47946938,-0.780775752,0,NA,NA,0,NA,-0.877556727,0,0,NA,NA,0,-0.493997258,0,NA,NORTH,UNKNOWN
2,2,18,60 seconds,"Backwards flying, triangle, no sound ship 3 lights. Coming home from work with son and daughter.  My daughter yelled, ""Mom, look!""   As I got out of the car, both son and daughter was looking at the sky.  When I saw it I couldn't believe it.  Low slow flying backwards triangle shape craft.  3 lights in the shape of a triangle but close enough to see the shadow of the ship.   Absolutely no sound from the ship.",It's back again in the last week by itself.,BALTIMORE,MD,TRIANGLE,2016,1.240119997,-0.780775752,0,NA,NA,0,NA,-0.877556727,0,0,NA,NA,0,-0.493997258,0,NA,NORTH,UNKNOWN
3,12,22,15-25 seconds,"9:24 PM I know it was because Gadget made it very clear we had to take one more walk in the park before bedtime. Reluctantly I took him out the back and over to Patterson Park.  It was a crystal clear night, very pleasant weather and only 1 or 2 other dog walkers out.  As we rounded the Pagoda on the home leg of our walk I was looking south and could clearly see the constellation Orion just off to the SSW.  I remember saying to myself, ""So clear, I’ll bet I can see Taurus  (my Zodiacal sign).""  Started to swing my head to the west and out of the corner of my eye, approaching from the south, I saw something I cannot explain. At least 9 amber/orange lights in formation and 3 or 4 more lights not in formation, meandering around the formation, were rapidly moving across the sky from almost due south to due north.  I was dumbfounded.  I observed this for about 15-20 seconds. The formation consisted of 3 v-shaped flights in a chevron that was rock solid, all flew in unison.  The meanderers seemed to circle and wander around the solid chevron as they tore across the sky at incredible speed. Flabbergasted, I muttered a few expletives.  Trying to get a grip on myself I struggled to get my phone out but just as it cleared my jacket pocket the phenomenon disappeared over the horizon to the north. I looked around to see if anyone else in the park saw this.  There was nobody around except Gadget who, sensing my astonishment, looked at me with concern as if to say, “What’s up with you, ((name deleteed))?  Why so frantic?”  Completely blown away we stood there for a few moments.  I Goggled the number and called in the report to UFOReports.com right there from the park. Bewildered we walked home and I made an online report of the sighting. I tried to explain it to myself most of the rest of the night. Was it reflections of street lights off my glasses?  Their color was similar to sodium vapor street lighting.  No I surmised.  I had to swivel my head from south to north to track the lights and they never wavered in their flight path.  Arrow straight the formation flew, no wavering or smearing you would expect if it was a reflection. Space junk?  Maybe, but the formation was so solid the flight appeared to be on an intentional course.  And to have 9 lights in solid formation and 3 or for in a seemingly random formation is a mix of trajectories and not likely to be a single object that broke up on reentry.  Such junk would all follow the same path and would leave a trail of some sort.  There was no flaming trail. Aircraft?  I've never seen anything move that fast in the atmosphere.  I've seen satellites, the ISS, Skylab, these moved just as fast if not faster across the sky.  The meandering lights also seemed to take a non-ballistic course and moved in ways no aircraft I know of could reproduce. So, there you have it. ((NUFORC Note:  The source of this report appeared on the Jeff Rense Radio Program on March 13, 2015, in order to describe his sighting.  He also submitted a report about his sighting in Tehran, Iran, in September 1976.  At the request of this witness, a colleague of his submitted a second report for that same sighting.  They both witnessed the same event, from different vantage points, in Tehran.  PD))",It was unbelievable and never thought UFOs where real till I seen one.,BALTIMORE,MD,FIREBALL,2015,2.433554586,-0.668393967,0,NA,NA,0,NA,-1.835629404,0,0,NA,NA,0,-1.96851902,0,NA,NORTH,UNKNOWN
5,7,4,Since when I woke up at 4,"Bright star-like light in the early morning (~5 AM) sky. I woke up to use the restroom and saw a really bright spot in the sky.  At first, I thought it was a star, an incoming plane, or a helicopter flying over the city, but the light isn't moving.  The light resembles a star, but way bigger.   As it begins to dawn, the light is becoming dimmer, but it is still there.  It does not appear to be moving.  Perhaps it moved up, higher in the sky, but it's difficult to tell.  Even the binoculars aren't helping much.  The light is still in the sky (5:15). (NUFORC Note:  Sighting of Venus in E sky?  PD)) ((NUFORC Note:  Source of the report elects to remain anonymous; provides little contact information.  PD))","January 9, 2016.  Last night there was a very bright light in the sky over Issaquah.  It was a very clear sky.",BALTIMORE,MD,LIGHT,2017,-1.763138475,-0.556012182,0,NA,NA,0,NA,-0.48424268,0,0,NA,NA,0,-0.113475513,0,NA,NORTH,UNKNOWN
3,30,20,45 minutes,"Binary lights dancing through the clouds in large crisscrossing circle While driving towards Baltimore, I watched multiple lights dancing through the clouds.  I told the other passengers in my car to look and they too watched the lights.  I thought they must be from the ground shining up in the clouds, as we were soon to enter the city,   As we passed through the city, the lights continued dancing through the clouds, but did not remain above any landmark on ground.  I looked for ground based lights shining upwards but found none.  As I continued to drive north through the city the lights remained in front & to the right and above my vehicle.  All the passengers in the car were watching the lights keenly and noted they appeared to be traveling with us. For several miles, traveling on city streets, and then on HWY 83 north through the city, the lights continued to dance above and to the right of my vehicle. 20 minutes after initially seeing the lights while driving, I parked on a hilltop to watch the lights. For an additional 25 minutes all occupants of my vehicle watched as the lights danced and pulsed brightly then faded, then getting bright again, all while dancing through the clouds.  We took a short video of the lights and several photos. The lights in total had a large circular shape, but the lights appeared to be moving in binary groupings. There were at least 20 individual lights, grouped into at least 10 pairings.  While parked the lights faded and the cloud appeared to grow dark grey in a large oval shape. The lights were very faint while I could see the grey outline.  It was getting late and the lights were distant and dimming and so we left the remarked sight to go to bed. ((NUFORC Note:  Source of the report elects to remain totally anonymous; provides no contact information.  PD))",It's just a quiet night tonight. Only 3 total. One over Goodyear area due south of my work on the loop 303 at northern/peoria. 2 in the,BALTIMORE,MD,LIGHT,2017,0.269634726,-0.494713027,0,NA,NA,0,NA,-0.595177411,0,0,NA,NA,0,-0.44643204,0,NA,NORTH,UNKNOWN
10,25,20,10 minutes,"Baltimore MD BWI a formation of more than 20 orange lights strung across the eastern horizon at a elevation of 35 degrees From an overpass (Long Gate Pky) on Route 100 looking East in the direction of BWI Airport  approximately 35 degrees above the horizon and covering approximately 10% of the visible sky was a formation of orange points of light in a snaking arrangement beginning with a close cluster of around 10 lights low toward the horizon at the northern end then rising, falling and rising again in a curving string of lights ending with a dispersed group of 4 lights.  The formation hung suspended in the air.   I could not tell if the lights were moving away to the northeast, or fading from view.  I drove to a safer vantage point at a church parking lot on Rt 103 but fewer lights were visible and they were gone from view within another two minutes.  The last of the lights were those at the extreme right side of the formation, the lights to the east.  At first glance I thought I was looking a fireworks, but the formation covered to large an area and did not fall through the ! sky or move the way fireworks would and they remained visible for minutes not seconds the way fireworks would.  Best guess would be some sort of flares, but very unusual.  Also way too many lights to be simple air traffic.  I've lived here for the past 22 years and this was not air traffic.  Some such traffic was visible in the sky and the lights from those craft was much whiter.",It's been a long time since and have never officially reported it to anyone.  I've talked about throughout the years. I use to fight Fo,BALTIMORE,MD,FORMATION,2013,1.13520267,-0.494713027,0,NA,NA,0,NA,-0.988491458,0,0,NA,NA,0,-1.112345093,0,NA,NORTH,UNKNOWN
11,29,15,8 minutes,DISCS WERE ALREADY SIGHTED UPON MY ARRIVAL. date           city     state       shape      duration             summary  5/19/2012   BALTO. CO.      MD.       DISC.       20 MINS.      3 UFO'S SIGHTED  11/29/2012  BALTO. CO.    MD.         DISC.       8 MINS.       6 DISCS. SIGHTED,July 29th 2020 at 2:55 a.m.,BALTIMORE,MD,DISK,2012,1.200776,-0.433413872,0,NA,NA,0,NA,-1.381805504,0,0,NA,NA,0,-1.683127711,0,NA,NORTH,UNKNOWN
1,31,15,,"https://www.youtube.com/watch?v=Gq-yIuNsRtk   Look at this video taken last night. ((NUFORC Note:  Good video of a large cluster of orange lights.  Perhaps lanterns, but we cannot be certain.  PD)) ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Just now my son and his friends came running in yelling that there are two red ufos out front.I ran out to the back yard because it was,BALTIMORE,MD,TRIANGLE,2016,-0.976258526,-0.382331242,0,NA,NA,0,NA,-0.655687265,0,0,NA,NA,0,-0.779388567,0,NA,NORTH,UNKNOWN
2,21,15,2.5 minutes,"Three oval shaped objects came together and flew in formation before separating and flying away. Three brown oval shaped objects appeared in the distance from the 6th floor of Americas best value inn.  The objects were flying separately and then came together in a circular formation and started flying up, down and around in a circle. There were no lights or sounds.  After a minute of flying in formation, two objects flew straight up out of sight while the third remained for a couple of seconds before flying in the opposite direction.  About 15 minutes later two military helicopters came and circled the area for a couple minutes. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))","Large circle with web like  colored (red, green, blue, silver) lightning bolts inside",BALTIMORE,MD,OVAL,2016,-0.700850544,-0.321032087,0,NA,NA,0,NA,0.020006097,0,0,NA,NA,0,0.504872322,0,NA,NORTH,UNKNOWN
3,26,20,3-8 minutes,"Report of six orange glowing objects flying at high altitude coming from the southwest flying northwest over Baltimore, Maryland, at approximately 8:30 p.m. on Saturday, March 26, 2016.  Video",Large bright green sphere speeds down instantly thought meteorite until it stopped for about 2 seconds and changed course east towards,BALTIMORE,MD,OVAL,2016,1.279463994,-0.321032087,0,NA,NA,0,NA,-0.544752534,0,0,NA,NA,0,-0.68425813,0,NA,NORTH,UNKNOWN
11,18,22,3 minutes,"Very bright sphere in sky, thought it was planet but had one blinking light. Standing on top of a hill, my friend and I thought we saw a plane.  Then we realized it wasn't moving and thought perhaps it was a planet.   Then we noticed a blinking light on the bottom of it.   It didn't seem to be moving but was stationary for a few minutes, and we left. ((NUFORC Note:  We suspect that the sighting occurred at nighttime, although the witness indicates a time of 10:00 a.m..  We suspect he/she may have meant 10:00 p.m..  Witness remains totally anonymous, so we are unable to confirm the time.  PD))",large dark trinagular object with many primatic lights on it.,BALTIMORE,MD,SPHERE,2013,-0.530359888,-0.208650302,0,NA,NA,0,NA,-1.159936042,0,0,NA,NA,0,-1.683127711,0,NA,NORTH,UNKNOWN
3,8,1,10 seconds,"objects were flying together as one, then circled each other and disappeared into the sky Object flew over a full-moon lit skyline of the city from south to north (I was looking into the western sky).  Object appeared to be an airplane with no blinking lights until it separated into 2 objects.  The two objects circled one another, gained speed and then disappeared into the sky.",large black sphere with smaller white light sphere orbiting larger one about 50 feet from the ground.,BALTIMORE,MD,CHANGING,2012,1.331922658,0.016113267,0,NA,NA,0,NA,-0.090928634,0,0,NA,NA,0,-0.398866822,0,NA,NORTH,UNKNOWN
6,8,4,>90 minutes,"I had been reading something related to medicine.  And also that night, I drank lots of coffee.  So I could not sleep very well.  I am an MD.  I literally am used to going to bed late. My bed settles in my bathroom in front of the window.   So, I had prepared to bed, I noticed one blazing and shining object away from me just two or three blocks.  My backyard is so opened air placed and my apartment is on the 16th floor.  That light had been there when I realized.   So, just I had watched for 1.5 hours and then went to bed, but still light was in the sky and a little bit came towards my building at the time of the drawn and the sun popped up. ((NUFORC Note:  Source of the report elects to remain anonymous; provides no contact information.  PD))","Just saw at 6AM CST a line OF UFOS HEADING NORTH EAST FROM STOCKTON, MO.  ((NUFORC Note:  ""Starlink"" satellites?  PD))",BALTIMORE,MD,LIGHT,2017,-0.110690582,0.077412423,0,NA,NA,0,NA,0.35281029,0,0,NA,NA,0,0.409741886,0,NA,NORTH,UNKNOWN
3,11,16,2 hour,I can tell that it was really high in the air but it was so visible that it had to have been a very large craft. the  craft started out as a small whitish orange light.  I kept my eye on it and it seemed to turn to its side when it revealed a sort of triangular shape with to harangue orbs under it. the two orbs were only visible when it turned to its side.  Once it turned facing you I guess it looked more round and would seem to go away really far and then come back really quick. it could have been getting smaller.  Then enlargening?   I have 3 videos from a distance.,"Just prior to sunrise, I was awakened by bright lights.",BALTIMORE,MD,CHANGING,2015,0.112258737,0.189794208,0,NA,NA,0,NA,-0.262373218,0,0,NA,NA,0,-0.969649439,0,NA,NORTH,UNKNOWN
5,13,23,20+ Minutes,"Multiple UFO's flying over Baltimore Inner Harbor We went out onto our rooftop deck which overlooks downtown Baltimore and the Inner Harbor.  In the distance, over the harbor, we saw multiple bright wight spots that were moving about quickly and erratically through the sky.  There was no pattern to the movements and the objects were moving too quickly and erratically to be regular aircraft.  We were also able to rule out some type of light show as there were no beams and no events scheduled in the Harbor.",large ball of light seen over listowel ontario,BALTIMORE,MD,LIGHT,2006,-0.635277215,0.240876837,0,NA,NA,0,NA,0.413320143,0,0,NA,NA,0,0.171915796,0,NA,NORTH,UNKNOWN
9,18,21,3 minutes,"Red and green light over north east Baltimore Noticed a small very red and green light rise above neighbor’s house to the southeast. Moved almost straight up.  Moved in less than five seconds from roughly 20 to 45 degrees above where horizon would be if not interrupted by structures.  Stopped hovered and moved up and down about 10 degrees of elevation several times.  Disappeared below house and trees.  Went outside to see better.  It repeated same maneuvers before dropping out of sight.  It seemed less than a mile away but I saw no structure associated with light.  No sound.  Definite not a helicopter or fixed wing aircraft.  Looked like a firework but lasted too long, more than five minutes .",Large bright blue light in the sky breaks into three lights and descends.,BALTIMORE,MD,LIGHT,2013,0.846680022,0.353258622,0,NA,NA,0,NA,0.070430975,0,0,NA,NA,0,-0.68425813,0,NA,NORTH,UNKNOWN
10,17,21,5 hours,"The objects appeared star like in nature. Upon first sight they are indistinguishable from stars until prolonged observation reveals they are actually within our atmosphere and doing manuvers unlike any known commercial or military aircraft, such as up, down, left, right, making perfectly angled turns,and circles almost only when being looked at.  They remained in patterns that resembled triangles, straight lines and constellations.  Due to my area being close to BWI airport, many commercial aircraft come within close range of the objects but they fly higher than the objects.I have been observing them for a 3 day period between 10/16/16-10/19/16 right outside my home and neighborhood they return every night and I have seen them as far as in the randallstown area. I have only seen them 3 times during the day and that was months ago.",Large charcoal black blur reflecting moon rays.  Blinking orange light on jet pursuing minutes behind.  ((anonymous)),BALTIMORE,MD,LIGHT,2016,-0.464786559,0.700620502,0,NA,NA,0,NA,0.917568921,0,0,NA,NA,0,0.31461145,0,NA,NORTH,UNKNOWN
8,20,23,3 seconds,"Globe of white light zooms directly at me while I look out my window at night. veers off and zooms away. I was laying in my bedroom trying to get to sleep. There are large windows that extend across the entire south wall of my room.  I rolled over to face the south and look out the window.  About forty yards away, floating in my backyard, was a ball of light.  It was about the size of a large globe.  The light was a bright, pure, white.  Before I could hardly register what I was seeing, the light zoomed directly at me with incredible speed. Astonishingly, the globe was silent, and did not seem to disturb the night air.  For a split second I was face to face with this thing.  I jumped because I thought it was going to hit me.  Then it veered off quickly to the right and moved rapidly around the side of my house and was gone.  I tried to run into the other room to see if I could still see it, but I never saw it again.  This incident was the weirdest thing that's ever happened to me.  I did not believe in UFOs.  I sill don't know what to make of what I saw.  Must be either spiritual or extraterrestrial.","it was in the summer, that much i know, i was sitting outslde my home star gazing as i do alot when i noticed what i thought at first w",BALTIMORE,MD,SPHERE,2008,0.794221359,0.751703131,0,NA,NA,0,NA,0.574679752,0,0,NA,NA,0,-0.44643204,0,NA,NORTH,UNKNOWN
